<190>JAN 17 20:40:23 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>Jan 17 23:41:11 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9354, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9357, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9357, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9358, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9358, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9359, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9359, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9360, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9360, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:14 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9361, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:14 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9361, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:41:29 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9375, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' deleted
<190>Jan 17 23:41:29 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9375, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' deleted
<190>Jan 17 23:43:14 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9378, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' created
<190>Jan 17 23:43:14 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9378, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' created
<190>Jan 17 23:43:17 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9381, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' deleted
<190>Jan 17 23:43:17 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9381, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' deleted
<190>Jan 17 23:43:19 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9385, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 17 23:43:19 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9385, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 17 23:43:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=9402, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 17 23:43:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=9402, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 17 23:43:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=9403, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 17 23:43:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=9403, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 17 23:43:42 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9408, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog' deleted
<190>JAN 17 23:43:50 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 17 23:43:50 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 17 23:43:50 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>Jan 17 23:43:59 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9428, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog' created
<190>Jan 17 23:44:02 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9431, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 17 23:44:02 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9431, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9435, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9435, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9436, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9436, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9437, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9437, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9438, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:05 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9438, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:44:17 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9449, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 17 23:44:17 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9449, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 17 23:54:03 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9464, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 17 23:54:03 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9464, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 17 23:54:19 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=9481, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 17 23:54:19 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=9481, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 17 23:54:20 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=9482, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 17 23:54:20 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=9482, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 17 23:54:25 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9487, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog' deleted
<190>JAN 17 23:54:34 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 17 23:54:34 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 17 23:54:34 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 17 23:57:59 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 17 23:57:59 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 17 23:57:59 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 17 23:58:03 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 17 23:58:03 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 17 23:58:03 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>Jan 17 23:58:12 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9564, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 17 23:58:12 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9564, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9567, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9567, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9568, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9568, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9569, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9569, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9570, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9570, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9571, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:15 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_UPDATED, seq_num=9571, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' updated
<190>Jan 17 23:58:27 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9582, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 17 23:58:27 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9582, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 18 00:00:16 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9587, level=INFO, username=admin, system=vbox-ps-01, description=Notification rule 'syslog' deleted
<190>Jan 18 00:00:52 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9589, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' created
<190>Jan 18 00:00:54 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=9592, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' deleted
<190>Jan 18 00:00:57 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9596, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 18 00:01:13 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=9613, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 18 00:01:14 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=9614, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>JAN 18 00:01:30 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 00:01:30 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 00:01:30 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 18 00:02:43 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 00:02:44 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 00:02:44 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 18 00:02:46 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 00:02:46 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 00:02:46 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 18 00:05:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 00:05:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 00:05:36 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 18 00:05:39 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 00:05:39 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 00:05:39 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>Jan 18 00:05:51 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9752, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 18 00:05:51 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=9752, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 18 00:14:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9770, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:14:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9770, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:14:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9771, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:14:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9771, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:31:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9777, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:31:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9777, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:31:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9778, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:31:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9778, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:48:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9781, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:48:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9781, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:48:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9782, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 00:48:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9782, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 01:05:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9785, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 01:05:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9785, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 01:05:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9786, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 01:05:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9786, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
